unique.group,familiarization.day,group.test.order,pig.unique.id,location.box,number.times.opens,rate.open.per.min,dur.trial.min
DG4_F,2,2nd,DG4_F_2,Side,3,0.0477281,57.464000000000006
DG4_F,2,2nd,DG4_F_3,Front,1,0.0154066,60.406
DG4_F,2,2nd,DG4_F_4,Front,1,0.0154066,60.406
DG4_F,2,2nd,DG4_F_4,Front,1,0.0154066,60.406
DG4_F,2,2nd,DG4_F_5,Front,1,0.0154066,60.406
DG4_F,2,2nd,DG4_F_6,Side,1,0.0159094,57.464000000000006
DG4_F,2,2nd,DG4_F_7,Front,2,0.0308131,60.406
DG4_F,2,2nd,DG4_F_7,Side,6,0.0954563,57.464000000000006
DG4_F,2,2nd,DG4_F_8,Front,5,0.0770328,60.406
DG4_F,2,2nd,DG4_F_8,Side,3,0.0477281,57.464000000000006
DG4_F,3,1st,DG4_F_1,Front,3,0.0471445,58.71
DG4_F,3,1st,DG4_F_1,Side,2,0.0307636,58.81466666666667
DG4_F,3,1st,DG4_F_2,Front,1,0.0157148,58.71
DG4_F,3,1st,DG4_F_2,Side,1,0.0153818,58.81466666666667
DG4_F,3,1st,DG4_F_3,Front,3,0.0471445,58.71
DG4_F,3,1st,DG4_F_4,Side,1,0.0153818,58.81466666666667
DG4_F,3,1st,DG4_F_5,Front,1,0.0157148,58.71
DG4_F,3,1st,DG4_F_5,Side,1,0.0153818,58.81466666666667
DG4_F,3,1st,DG4_F_6,Front,1,0.0157148,58.71
DG4_F,3,1st,DG4_F_6,Side,1,0.0153818,58.81466666666667
DG4_F,3,1st,DG4_F_7,Front,2,0.0314297,58.71
DG4_F,3,1st,DG4_F_7,Side,2,0.0307636,58.81466666666667
DG4_F,3,1st,DG4_F_8,Front,3,0.0471445,58.71
DG4_F,3,1st,DG4_F_8,Side,2,0.0307636,58.81466666666667
DG4_F,3,1st,DG4_F_9,Front,2,0.0314297,58.71
DG4_F,3,1st,DG4_F_9,Side,2,0.0307636,58.81466666666667
DG4_F,4,2nd,DG4_F_1,Front,3,0.0472093,60.415333333333336
DG4_F,4,2nd,DG4_F_1,Side,5,0.0790779,59.90316666666667
DG4_F,4,2nd,DG4_F_10,Front,1,0.0157364,60.415333333333336
DG4_F,4,2nd,DG4_F_2,Front,3,0.0472093,60.415333333333336
DG4_F,4,2nd,DG4_F_2,Side,2,0.0316312,59.90316666666667
DG4_F,4,2nd,DG4_F_3,Front,1,0.0157364,60.415333333333336
DG4_F,4,2nd,DG4_F_4,Side,1,0.0158156,59.90316666666667
DG4_F,4,2nd,DG4_F_5,Front,2,0.0314729,60.415333333333336
DG4_F,4,2nd,DG4_F_5,Side,1,0.0158156,59.90316666666667
DG4_F,4,2nd,DG4_F_6,Front,1,0.0157364,60.415333333333336
DG4_F,4,2nd,DG4_F_6,Side,2,0.0316312,59.90316666666667
DG4_F,4,2nd,DG4_F_8,Front,1,0.0157364,60.415333333333336
DG4_F,4,2nd,DG4_F_8,Side,2,0.0316312,59.90316666666667
DG4_F,4,2nd,DG4_F_9,Front,1,0.0157364,60.415333333333336
DG4_F,4,2nd,DG4_F_9,Side,1,0.0158156,59.90316666666667
DG4_F,5,1st,DG4_F_1,Front,2,0.0314116,57.28933333333334
DG4_F,5,1st,DG4_F_4,Front,2,0.0314116,57.28933333333334
DG4_F,5,1st,DG4_F_5,Front,1,0.0157058,57.28933333333334
DG4_F,5,1st,DG4_F_5,Side,2,0.0315484,57.67666666666666
DG4_F,5,1st,DG4_F_6,Side,2,0.0315484,57.67666666666666
DG4_F,5,1st,DG4_F_7,Front,1,0.0157058,57.28933333333334
DG4_F,5,1st,DG4_F_8,Front,4,0.0628232,57.28933333333334
DG4_F,5,1st,DG4_F_8,Side,1,0.0157742,57.67666666666666
DG4_F,5,1st,DG4_F_9,Front,1,0.0157058,57.28933333333334
DG4_W,1,2nd,DG4_W_1,Front,1,0.0155525,61.144
DG4_W,1,2nd,DG4_W_1,Front,4,0.0622102,61.144
DG4_W,1,2nd,DG4_W_1,Side,4,0.0624478,60.730000000000004
DG4_W,1,2nd,DG4_W_10,Front,2,0.0311051,61.144
DG4_W,1,2nd,DG4_W_2,Front,1,0.0155525,61.144
DG4_W,1,2nd,DG4_W_3,Front,1,0.0155525,61.144
DG4_W,1,2nd,DG4_W_4,Front,2,0.0311051,61.144
DG4_W,1,2nd,DG4_W_4,Side,1,0.015612,60.730000000000004
DG4_W,1,2nd,DG4_W_5,Front,2,0.0311051,61.144
DG4_W,1,2nd,DG4_W_5,Side,4,0.0624478,60.730000000000004
DG4_W,1,2nd,DG4_W_6,Front,2,0.0311051,61.144
DG4_W,1,2nd,DG4_W_6,Side,6,0.0936718,60.730000000000004
DG4_W,1,2nd,DG4_W_7,Front,1,0.0155525,61.144
DG4_W,1,2nd,DG4_W_7,Side,3,0.0468359,60.730000000000004
DG4_W,1,2nd,DG4_W_8,Front,1,0.0155525,61.144
DG4_W,1,2nd,DG4_W_8,Side,3,0.0468359,60.730000000000004
DG4_W,1,2nd,DG4_W_9,Front,3,0.0466576,61.144
DG4_W,1,2nd,DG4_W_9,Side,2,0.0312239,60.730000000000004
DG4_W,2,1st,DG4_W_1,Front,2,0.031194,60.96266666666667
DG4_W,2,1st,DG4_W_1,Side,1,0.0157043,60.592
DG4_W,2,1st,DG4_W_2,Front,2,0.031194,60.96266666666667
DG4_W,2,1st,DG4_W_2,Side,1,0.0157043,60.592
DG4_W,2,1st,DG4_W_2,Side,1,0.0157043,60.592
DG4_W,2,1st,DG4_W_3,Front,1,0.015597,60.96266666666667
DG4_W,2,1st,DG4_W_4,Front,1,0.015597,60.96266666666667
DG4_W,2,1st,DG4_W_4,Front,2,0.031194,60.96266666666667
DG4_W,2,1st,DG4_W_4,Side,2,0.0314086,60.592
DG4_W,2,1st,DG4_W_5,Front,3,0.0467911,60.96266666666667
DG4_W,2,1st,DG4_W_6,Front,1,0.015597,60.96266666666667
DG4_W,2,1st,DG4_W_6,Side,4,0.0628173,60.592
DG4_W,2,1st,DG4_W_7,Front,1,0.015597,60.96266666666667
DG4_W,2,1st,DG4_W_7,Side,2,0.0314086,60.592
DG4_W,2,1st,DG4_W_8,Side,1,0.0157043,60.592
DG4_W,2,1st,DG4_W_9,Front,3,0.0467911,60.96266666666667
DG4_W,2,1st,DG4_W_9,Side,6,0.0942259,60.592
DG4_W,3,2nd,DG4_W_10,Front,1,0.0158339,59.90533333333334
DG4_W,3,2nd,DG4_W_2,Front,8,0.126672,59.90533333333334
DG4_W,3,2nd,DG4_W_2,Side,1,0.0156954,59.83533333333333
DG4_W,3,2nd,DG4_W_4,Front,1,0.0158339,59.90533333333334
DG4_W,3,2nd,DG4_W_4,Side,3,0.0470863,59.83533333333333
DG4_W,3,2nd,DG4_W_5,Front,1,0.0158339,59.90533333333334
DG4_W,3,2nd,DG4_W_5,Side,1,0.0156954,59.83533333333333
DG4_W,3,2nd,DG4_W_6,Front,4,0.0633358,59.90533333333334
DG4_W,3,2nd,DG4_W_6,Side,3,0.0470863,59.83533333333333
DG4_W,3,2nd,DG4_W_8,Side,5,0.0784772,59.83533333333333
DG4_W,3,2nd,DG4_W_9,Front,5,0.0791697,59.90533333333334
DG4_W,3,2nd,DG4_W_9,Side,2,0.0313909,59.83533333333333
DG4_W,4,1st,DG4_W_1,Side,1,0.0156981,60.010666666666665
DG4_W,4,1st,DG4_W_10,Side,1,0.0156981,60.010666666666665
DG4_W,4,1st,DG4_W_2,Front,4,0.0629774,61.29666666666667
DG4_W,4,1st,DG4_W_2,Side,2,0.0313961,60.010666666666665
DG4_W,4,1st,DG4_W_4,Front,5,0.0787218,61.29666666666667
DG4_W,4,1st,DG4_W_4,Side,2,0.0313961,60.010666666666665
DG4_W,4,1st,DG4_W_5,Front,1,0.0157444,61.29666666666667
DG4_W,4,1st,DG4_W_5,Side,1,0.0156981,60.010666666666665
DG4_W,4,1st,DG4_W_6,Front,4,0.0629774,61.29666666666667
DG4_W,4,1st,DG4_W_6,Side,6,0.0941884,60.010666666666665
DG4_W,4,1st,DG4_W_7,Front,1,0.0157444,61.29666666666667
DG4_W,4,1st,DG4_W_7,Side,1,0.0156981,60.010666666666665
DG4_W,4,1st,DG4_W_8,Front,1,0.0157444,61.29666666666667
DG4_W,4,1st,DG4_W_8,Side,2,0.0313961,60.010666666666665
DG4_W,4,1st,DG4_W_9,Front,1,0.0157444,61.29666666666667
DG4_W,5,2nd,DG4_W_10,Front,1,0.015527,61.682
DG4_W,5,2nd,DG4_W_10,Side,1,0.0154569,60.535333333333334
DG4_W,5,2nd,DG4_W_2,Front,1,0.015527,61.682
DG4_W,5,2nd,DG4_W_2,Side,1,0.0154569,60.535333333333334
DG4_W,5,2nd,DG4_W_4,Front,9,0.139743,61.682
DG4_W,5,2nd,DG4_W_4,Side,4,0.0618275,60.535333333333334
DG4_W,5,2nd,DG4_W_5,Front,5,0.0776348,61.682
DG4_W,5,2nd,DG4_W_5,Side,2,0.0309138,60.535333333333334
DG4_W,5,2nd,DG4_W_6,Front,2,0.0310539,61.682
DG4_W,5,2nd,DG4_W_6,Side,3,0.0463706,60.535333333333334
DG4_W,5,2nd,DG4_W_7,Side,4,0.0618275,60.535333333333334
DG4_W,5,2nd,DG4_W_8,Side,1,0.0154569,60.535333333333334
DG4_W,5,2nd,DG4_W_9,Front,3,0.0465809,61.682
DG4_W,5,2nd,DG4_W_9,Side,1,0.0154569,60.535333333333334
DG5_F,1,1st,DG5_F_1,Front,5,0.0764129,63.32666666666667
DG5_F,1,1st,DG5_F_1,Side,4,0.0627963,59.858666666666664
DG5_F,1,1st,DG5_F_10,Front,1,0.0152826,63.32666666666667
DG5_F,1,1st,DG5_F_10,Side,2,0.0313981,59.858666666666664
DG5_F,1,1st,DG5_F_2,Front,5,0.0764129,63.32666666666667
DG5_F,1,1st,DG5_F_2,Side,1,0.0156991,59.858666666666664
DG5_F,1,1st,DG5_F_3,Front,4,0.0611303,63.32666666666667
DG5_F,1,1st,DG5_F_3,Side,6,0.0941944,59.858666666666664
DG5_F,1,1st,DG5_F_4,Front,6,0.0916954,63.32666666666667
DG5_F,1,1st,DG5_F_4,Side,3,0.0470972,59.858666666666664
DG5_F,1,1st,DG5_F_6,Front,2,0.0305651,63.32666666666667
DG5_F,1,1st,DG5_F_7,Front,1,0.0152826,63.32666666666667
DG5_F,1,1st,DG5_F_7,Side,1,0.0156991,59.858666666666664
DG5_F,1,1st,DG5_F_9,Side,3,0.0470972,59.858666666666664
DG5_F,2,2nd,DG5_F_1,Front,2,0.0310045,58.727333333333334
DG5_F,2,2nd,DG5_F_1,Side,1,0.0156756,58.20133333333333
DG5_F,2,2nd,DG5_F_10,Front,1,0.0155023,58.727333333333334
DG5_F,2,2nd,DG5_F_10,Side,1,0.0156756,58.20133333333333
DG5_F,2,2nd,DG5_F_2,Front,1,0.0155023,58.727333333333334
DG5_F,2,2nd,DG5_F_3,Side,3,0.0470268,58.20133333333333
DG5_F,2,2nd,DG5_F_4,Front,3,0.0465068,58.727333333333334
DG5_F,2,2nd,DG5_F_4,Front,1,0.0155023,58.727333333333334
DG5_F,2,2nd,DG5_F_5,Front,2,0.0310045,58.727333333333334
DG5_F,2,2nd,DG5_F_6,Front,1,0.0155023,58.727333333333334
DG5_F,2,2nd,DG5_F_6,Front,2,0.0310045,58.727333333333334
DG5_F,2,2nd,DG5_F_6,Side,5,0.078378,58.20133333333333
DG5_F,2,2nd,DG5_F_7,Side,2,0.0313512,58.20133333333333
DG5_F,2,2nd,DG5_F_8,Side,1,0.0156756,58.20133333333333
DG5_F,3,1st,DG5_F_1,Front,2,0.0307586,60.03333333333333
DG5_F,3,1st,DG5_F_1,Side,2,0.0309565,57.68333333333333
DG5_F,3,1st,DG5_F_10,Front,1,0.0153793,60.03333333333333
DG5_F,3,1st,DG5_F_10,Side,2,0.0309565,57.68333333333333
DG5_F,3,1st,DG5_F_2,Front,1,0.0153793,60.03333333333333
DG5_F,3,1st,DG5_F_3,Front,1,0.0153793,60.03333333333333
DG5_F,3,1st,DG5_F_3,Side,1,0.0154783,57.68333333333333
DG5_F,3,1st,DG5_F_6,Front,1,0.0153793,60.03333333333333
DG5_F,3,1st,DG5_F_7,Front,2,0.0307586,60.03333333333333
DG5_F,3,1st,DG5_F_7,Side,2,0.0309565,57.68333333333333
DG5_F,3,1st,DG5_F_8,Side,2,0.0309565,57.68333333333333
DG5_F,3,1st,DG5_F_9,Front,2,0.0307586,60.03333333333333
DG5_F,3,1st,DG5_F_9,Side,2,0.0309565,57.68333333333333
DG5_F,4,2nd,DG5_F_1,Front,2,0.0312876,58.23883333333333
DG5_F,4,2nd,DG5_F_1,Side,4,0.0625454,57.85816666666666
DG5_F,4,2nd,DG5_F_2,Side,2,0.0312727,57.85816666666666
DG5_F,4,2nd,DG5_F_3,Front,2,0.0312876,58.23883333333333
DG5_F,4,2nd,DG5_F_3,Side,1,0.0156364,57.85816666666666
DG5_F,4,2nd,DG5_F_5,Front,1,0.0156438,58.23883333333333
DG5_F,4,2nd,DG5_F_5,Side,1,0.0156364,57.85816666666666
DG5_F,4,2nd,DG5_F_6,Front,1,0.0156438,58.23883333333333
DG5_F,4,2nd,DG5_F_7,Front,1,0.0156438,58.23883333333333
DG5_F,4,2nd,DG5_F_8,Side,1,0.0156364,57.85816666666666
DG5_F,4,2nd,DG5_F_9,Side,1,0.0156364,57.85816666666666
DG5_F,5,1st,DG5_F_1,Front,2,0.0314145,58.11
DG5_F,5,1st,DG5_F_1,Side,3,0.0466125,60.281333333333336
DG5_F,5,1st,DG5_F_2,Front,2,0.0314145,58.11
DG5_F,5,1st,DG5_F_2,Side,3,0.0466125,60.281333333333336
DG5_F,5,1st,DG5_F_3,Front,2,0.0314145,58.11
DG5_F,5,1st,DG5_F_3,Side,2,0.031075,60.281333333333336
DG5_F,5,1st,DG5_F_5,Side,1,0.0155375,60.281333333333336
DG5_F,5,1st,DG5_F_6,Front,1,0.0157073,58.11
DG5_F,5,1st,DG5_F_7,Front,2,0.0314145,58.11
DG5_F,5,1st,DG5_F_7,Side,1,0.0155375,60.281333333333336
DG5_F,5,1st,DG5_F_9,Front,4,0.062829,58.11
DG5_F,5,1st,DG5_F_9,Side,2,0.031075,60.281333333333336
DG5_W,1,1st,DG5_W_1,Front,2,0.03433830094086945,58.244
DG5_W,1,1st,DG5_W_1,Side,3,0.0463034,58.244
DG5_W,1,1st,DG5_W_10,Front,2,0.03433830094086945,58.244
DG5_W,1,1st,DG5_W_10,Side,2,0.0308689,58.244
DG5_W,1,1st,DG5_W_2,Front,0,0,58.244
DG5_W,1,1st,DG5_W_2,Side,2,0.0308689,58.244
DG5_W,1,1st,DG5_W_3,Side,1,0.0154345,58.244
DG5_W,1,1st,DG5_W_3,Side,2,0.0308689,58.244
DG5_W,1,1st,DG5_W_4,Front,3,0.05150745141130417,58.244
DG5_W,1,1st,DG5_W_4,Side,2,0.0308689,58.244
DG5_W,1,1st,DG5_W_5,Front,5,0.08584575235217362,58.244
DG5_W,1,1st,DG5_W_5,Side,5,0.0771723,58.244
DG5_W,1,1st,DG5_W_6,Front,3,0.05150745141130417,58.244
DG5_W,1,1st,DG5_W_6,Side,1,0.0154345,58.244
DG5_W,1,1st,DG5_W_7,Front,1,0.017169150470434724,58.244
DG5_W,1,1st,DG5_W_7,Side,1,0.0154345,58.244
DG5_W,1,1st,DG5_W_8,Front,0,0,58.244
DG5_W,1,1st,DG5_W_9,Front,3,0.05150745141130417,58.244
DG5_W,1,1st,DG5_W_9,Side,2,0.0308689,58.244
DG5_W,2,2nd,DG5_W_1,Front,1,0.0156325,58.75866666666666
DG5_W,2,2nd,DG5_W_1,Front,1,0.0156325,58.75866666666666
DG5_W,2,2nd,DG5_W_1,Front,1,0.0156325,58.75866666666666
DG5_W,2,2nd,DG5_W_1,Front,1,0.0156325,58.75866666666666
DG5_W,2,2nd,DG5_W_1,Side,2,0.0311355,57.16466666666667
DG5_W,2,2nd,DG5_W_10,Front,2,0.0312649,58.75866666666666
DG5_W,2,2nd,DG5_W_10,Front,1,0.0156325,58.75866666666666
DG5_W,2,2nd,DG5_W_10,Side,1,0.0155677,57.16466666666667
DG5_W,2,2nd,DG5_W_2,Front,3,0.0468974,58.75866666666666
DG5_W,2,2nd,DG5_W_2,Side,1,0.0155677,57.16466666666667
DG5_W,2,2nd,DG5_W_3,Front,4,0.0625299,58.75866666666666
DG5_W,2,2nd,DG5_W_3,Side,3,0.0467032,57.16466666666667
DG5_W,2,2nd,DG5_W_4,Front,2,0.0312649,58.75866666666666
DG5_W,2,2nd,DG5_W_4,Side,2,0.0311355,57.16466666666667
DG5_W,2,2nd,DG5_W_5,Front,3,0.0468974,58.75866666666666
DG5_W,2,2nd,DG5_W_5,Side,1,0.0155677,57.16466666666667
DG5_W,2,2nd,DG5_W_6,Side,1,0.0155677,57.16466666666667
DG5_W,2,2nd,DG5_W_7,Side,5,0.0778387,57.16466666666667
DG5_W,2,2nd,DG5_W_9,Front,2,0.0312649,58.75866666666666
DG5_W,2,2nd,DG5_W_9,Front,1,0.0156325,58.75866666666666
DG5_W,2,2nd,DG5_W_9,Side,1,0.0155677,57.16466666666667
DG5_W,3,1st,DG5_W_1,Front,1,0.0154454,60.45933333333333
DG5_W,3,1st,DG5_W_1,Side,2,0.0312503,59.46
DG5_W,3,1st,DG5_W_10,Side,1,0.0156251,59.46
DG5_W,3,1st,DG5_W_2,Front,3,0.0463363,60.45933333333333
DG5_W,3,1st,DG5_W_2,Side,3,0.0468754,59.46
DG5_W,3,1st,DG5_W_3,Front,2,0.0308909,60.45933333333333
DG5_W,3,1st,DG5_W_3,Side,1,0.0156251,59.46
DG5_W,3,1st,DG5_W_5,Front,2,0.0308909,60.45933333333333
DG5_W,3,1st,DG5_W_5,Side,4,0.0625006,59.46
DG5_W,3,1st,DG5_W_6,Front,3,0.0463363,60.45933333333333
DG5_W,3,1st,DG5_W_6,Side,1,0.0156251,59.46
DG5_W,3,1st,DG5_W_7,Front,2,0.0308909,60.45933333333333
DG5_W,3,1st,DG5_W_9,Front,1,0.0154454,60.45933333333333
DG5_W,3,1st,DG5_W_9,Front,2,0.0308909,60.45933333333333
DG5_W,4,2nd,DG5_W_1,Side,1,0.0155604,59.94466666666666
DG5_W,4,2nd,DG5_W_1,Side,1,0.0155604,59.94466666666666
DG5_W,4,2nd,DG5_W_10,Front,3,0.0466649,60.65083333333334
DG5_W,4,2nd,DG5_W_2,Front,2,0.03111,60.65083333333334
DG5_W,4,2nd,DG5_W_3,Front,9,0.139995,60.65083333333334
DG5_W,4,2nd,DG5_W_3,Side,11,0.171164,59.94466666666666
DG5_W,4,2nd,DG5_W_5,Side,2,0.0311208,59.94466666666666
DG5_W,4,2nd,DG5_W_6,Front,1,0.015555,60.65083333333334
DG5_W,4,2nd,DG5_W_7,Side,3,0.0466812,59.94466666666666
DG5_W,4,2nd,DG5_W_9,Front,1,0.015555,60.65083333333334
DG5_W,5,1st,DG5_W_1,Front,2,0.0309068,60.1975
DG5_W,5,1st,DG5_W_1,Side,2,0.0310642,59.44866666666667
DG5_W,5,1st,DG5_W_3,Front,4,0.0618135,60.1975
DG5_W,5,1st,DG5_W_3,Side,4,0.0621284,59.44866666666667
DG5_W,5,1st,DG5_W_4,Front,1,0.0154534,60.1975
DG5_W,5,1st,DG5_W_4,Side,1,0.0155321,59.44866666666667
DG5_W,5,1st,DG5_W_4,Side,1,0.0155321,59.44866666666667
DG5_W,5,1st,DG5_W_5,Front,1,0.0154534,60.1975
DG5_W,5,1st,DG5_W_5,Side,1,0.0155321,59.44866666666667
DG5_W,5,1st,DG5_W_6,Front,2,0.0309068,60.1975
DG5_W,5,1st,DG5_W_6,Side,2,0.0310642,59.44866666666667
DG5_W,5,1st,DG5_W_7,Front,2,0.0309068,60.1975
DG5_W,5,1st,DG5_W_7,Side,1,0.0155321,59.44866666666667
DG5_W,5,1st,DG5_W_8,Side,1,0.0155321,59.44866666666667
DG5_W,5,1st,DG5_W_8,Side,3,0.0465963,59.44866666666667
DG5_W,5,1st,DG5_W_9,Front,2,0.0309068,60.1975
