trapped.pig.uniq.id,sow,sex,group.trapped.pig.order,location.test.box,interval_count,interval.dur,number.of.intervals,min.status,screams,screams.prop,escapes,invest.door,invest.door.prop,invest.window,invest.window.prop,outcome1,outcome2,outcome3,lat.helped.min,trapped.date,uniq.group,time.trial.begins,change.cort,time.post.sample,interval_time,ordinal.group.order,distress,distress.rate.per.min,window.rate.per.min
DG4_W_5,6197,Female,3,Front,12,23.76,12,free,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,11.45333333,2020-12-01,DG4_W,12.7,4.099,13.21666667,722.280-746.040,3,0,0,0
DG5_W_3,6420,Female,1,Front,1,60,12,trapped,0,0,1,15,0.25,19,0.316666667,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,32.560-92.560,1,1,1,19
DG5_W_3,6420,Female,1,Front,2,60,12,trapped,0,0,0,2,0.033333333,6,0.1,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,92.560-152.560,1,0,0,6
DG5_W_3,6420,Female,1,Front,3,60,12,trapped,0,0,0,5,0.083333333,9,0.15,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,152.560-212.560,1,0,0,9
DG5_W_3,6420,Female,1,Front,4,60,12,trapped,0,0,0,1,0.016666667,6,0.1,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,212.560-272.560,1,0,0,6
DG5_W_3,6420,Female,1,Front,5,60,12,trapped,0,0,0,3,0.05,5,0.083333333,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,272.560-332.560,1,0,0,5
DG5_W_3,6420,Female,1,Front,6,60,12,trapped,0,0,6,1,0.016666667,4,0.066666667,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,332.560-392.560,1,6,6,4
DG5_W_3,6420,Female,1,Front,7,60,12,trapped,0,0,3,1,0.016666667,3,0.05,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,392.560-452.560,1,3,3,3
DG5_W_3,6420,Female,1,Front,8,60,12,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,452.560-512.560,1,0,0,0
DG5_W_3,6420,Female,1,Front,9,60,12,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,512.560-572.560,1,0,0,0
DG5_W_3,6420,Female,1,Front,10,60,12,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,572.560-632.560,1,0,0,0
DG5_W_3,6420,Female,1,Front,11,60,12,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,632.560-692.560,1,0,0,0
DG5_W_3,6420,Female,1,Front,12,12,12,free,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,11.268,2021-02-01,DG5_W,12.85,1.621,13.41666667,692.560-704.560,1,0,0,0
DG3_F_5,6271,Female,4,Front,1,60,14,trapped,0,0,0,0,0,4,0.066666667,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,42.160-102.160,4,0,0,4
DG3_F_5,6271,Female,4,Front,2,60,14,trapped,0,0,0,1,0.016666667,5,0.083333333,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,102.160-162.160,4,0,0,5
DG3_F_5,6271,Female,4,Front,3,60,14,trapped,2,0.033333333,4,0,0,5,0.083333333,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,162.160-222.160,4,6,6,5
DG3_F_5,6271,Female,4,Front,4,60,14,trapped,1,0.016666667,0,0,0,2,0.033333333,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,222.160-282.160,4,1,1,2
DG3_F_5,6271,Female,4,Front,5,60,14,trapped,0,0,0,0,0,1,0.016666667,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,282.160-342.160,4,0,0,1
DG3_F_5,6271,Female,4,Front,6,60,14,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,342.160-402.160,4,0,0,0
DG3_F_5,6271,Female,4,Front,7,60,14,trapped,1,0.016666667,1,2,0.033333333,3,0.05,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,402.160-462.160,4,2,2,3
DG3_F_5,6271,Female,4,Front,8,60,14,trapped,0,0,0,0,0,1,0.016666667,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,462.160-522.160,4,0,0,1
DG3_F_5,6271,Female,4,Front,9,60,14,trapped,2,0.033333333,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,522.160-582.160,4,2,2,0
DG3_F_5,6271,Female,4,Front,10,60,14,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,582.160-642.160,4,0,0,0
DG3_F_5,6271,Female,4,Front,11,60,14,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,642.160-702.160,4,0,0,0
DG3_F_5,6271,Female,4,Front,12,60,14,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,702.160-762.160,4,0,0,0
DG3_F_5,6271,Female,4,Front,13,60,14,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,762.160-822.160,4,0,0,0
DG3_F_5,6271,Female,4,Front,14,30.84,14,free,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,13.5295,2020-10-20,DG3_F,13.96666667,2.022,14.43333333,822.160-853.000,4,0,0,0
DG4_W_8,6310,Female,10,Front,1,60,17,trapped,0,0,1,4,0.066666667,7,0.116666667,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,42.120-102.120,10,1,1,7
DG4_W_8,6310,Female,10,Front,2,60,17,trapped,1,0.016666667,1,2,0.033333333,2,0.033333333,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,102.120-162.120,10,2,2,2
DG4_W_8,6310,Female,10,Front,3,60,17,trapped,1,0.016666667,1,0,0,3,0.05,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,162.120-222.120,10,2,2,3
DG4_W_8,6310,Female,10,Front,4,60,17,trapped,0,0,0,1,0.016666667,3,0.05,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,222.120-282.120,10,0,0,3
DG4_W_8,6310,Female,10,Front,5,60,17,trapped,0,0,0,1,0.016666667,4,0.066666667,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,282.120-342.120,10,0,0,4
DG4_W_8,6310,Female,10,Front,6,60,17,trapped,0,0,0,0,0,1,0.016666667,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,342.120-402.120,10,0,0,1
DG4_W_8,6310,Female,10,Front,7,60,17,trapped,0,0,0,0,0,2,0.033333333,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,402.120-462.120,10,0,0,2
DG4_W_8,6310,Female,10,Front,8,60,17,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,462.120-522.120,10,0,0,0
DG4_W_8,6310,Female,10,Front,9,60,17,trapped,0,0,0,0,0,2,0.033333333,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,522.120-582.120,10,0,0,2
DG4_W_8,6310,Female,10,Front,10,60,17,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,582.120-642.120,10,0,0,0
DG4_W_8,6310,Female,10,Front,11,60,17,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,642.120-702.120,10,0,0,0
DG4_W_8,6310,Female,10,Front,12,60,17,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,702.120-762.120,10,0,0,0
DG4_W_8,6310,Female,10,Front,13,60,17,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,762.120-822.120,10,0,0,0
DG4_W_8,6310,Female,10,Front,14,60,17,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,822.120-882.120,10,0,0,0
DG4_W_8,6310,Female,10,Front,15,60,17,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,882.120-942.120,10,0,0,0
DG4_W_8,6310,Female,10,Front,16,60,17,trapped,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,942.120-1002.120,10,0,0,0
DG4_W_8,6310,Female,10,Front,17,54.32,17,free,0,0,0,0,0,0,0,Helped,Trapped_over_3_mns,Full_trial,16.966,2020-12-04,DG4_W,10.91666667,-0.091,11.5,1002.120-1056.440,10,0,0,0
DG2_F_3,6232,Female,1,Side,1,60,20,trapped,0,0,0,3,0.05,9,0.15,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,49.600-109.600,1,0,0,9
DG2_F_3,6232,Female,1,Side,2,60,20,trapped,3,0.05,3,0,0,6,0.1,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,109.600-169.600,1,6,6,6
DG2_F_3,6232,Female,1,Side,3,60,20,trapped,1,0.016666667,0,1,0.016666667,3,0.05,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,169.600-229.600,1,1,1,3
DG2_F_3,6232,Female,1,Side,4,60,20,trapped,0,0,1,1,0.016666667,4,0.066666667,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,229.600-289.600,1,1,1,4
DG2_F_3,6232,Female,1,Side,5,60,20,trapped,1,0.016666667,0,1,0.016666667,2,0.033333333,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,289.600-349.600,1,1,1,2
DG2_F_3,6232,Female,1,Side,6,60,20,trapped,0,0,0,0,0,1,0.016666667,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,349.600-409.600,1,0,0,1
DG2_F_3,6232,Female,1,Side,7,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,409.600-469.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,8,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,469.600-529.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,9,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,529.600-589.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,10,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,589.600-649.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,11,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,649.600-709.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,12,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,709.600-769.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,13,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,769.600-829.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,14,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,829.600-889.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,15,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,889.600-949.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,16,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,949.600-1009.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,17,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,1009.600-1069.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,18,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,1069.600-1129.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,19,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,1129.600-1189.600,1,0,0,0
DG2_F_3,6232,Female,1,Side,20,55.6,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,10.16666667,-3.341,10.91666667,1189.600-1245.200,1,0,0,0
DG3_F_2,6271,Male,6,Side,1,60,20,trapped,0,0,2,4,0.066666667,10,0.166666667,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,55.880-115.880,6,2,2,10
DG3_F_2,6271,Male,6,Side,2,60,20,trapped,4,0.066666667,0,0,0,1,0.016666667,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,115.880-175.880,6,4,4,1
DG3_F_2,6271,Male,6,Side,3,60,20,trapped,1,0.016666667,1,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,175.880-235.880,6,2,2,0
DG3_F_2,6271,Male,6,Side,4,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,235.880-295.880,6,0,0,0
DG3_F_2,6271,Male,6,Side,5,60,20,trapped,6,0.1,0,1,0.016666667,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,295.880-355.880,6,6,6,0
DG3_F_2,6271,Male,6,Side,6,60,20,trapped,6,0.1,0,1,0.016666667,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,355.880-415.880,6,6,6,0
DG3_F_2,6271,Male,6,Side,7,60,20,trapped,0,0,0,1,0.016666667,1,0.016666667,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,415.880-475.880,6,0,0,1
DG3_F_2,6271,Male,6,Side,8,60,20,trapped,0,0,0,0,0,1,0.016666667,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,475.880-535.880,6,0,0,1
DG3_F_2,6271,Male,6,Side,9,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,535.880-595.880,6,0,0,0
DG3_F_2,6271,Male,6,Side,10,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,595.880-655.880,6,0,0,0
DG3_F_2,6271,Male,6,Side,11,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,655.880-715.880,6,0,0,0
DG3_F_2,6271,Male,6,Side,12,60,20,trapped,0,0,0,0,0,1,0.016666667,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,715.880-775.880,6,0,0,1
DG3_F_2,6271,Male,6,Side,13,60,20,trapped,0,0,0,0,0,2,0.033333333,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,775.880-835.880,6,0,0,2
DG3_F_2,6271,Male,6,Side,14,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,835.880-895.880,6,0,0,0
DG3_F_2,6271,Male,6,Side,15,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,895.880-955.880,6,0,0,0
DG3_F_2,6271,Male,6,Side,16,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,955.880-1015.880,6,0,0,0
DG3_F_2,6271,Male,6,Side,17,60,20,trapped,0,0,0,1,0.016666667,2,0.033333333,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,1015.880-1075.880,6,0,0,2
DG3_F_2,6271,Male,6,Side,18,60,20,trapped,0,0,0,0,0,3,0.05,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,1075.880-1135.880,6,0,0,3
DG3_F_2,6271,Male,6,Side,19,60,20,trapped,0,0,0,1,0.016666667,1,0.016666667,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,1135.880-1195.880,6,0,0,1
DG3_F_2,6271,Male,6,Side,20,53.92,20,trapped,0,0,0,2,0.037091988,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-10-21,DG3_F,11.5,4.01,12.08333333,1195.880-1249.800,6,0,0,0
DG5_F_1,6421,Male,5,Front,1,60,20,trapped,0,0,1,3,0.05,4,0.066666667,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,38.240-98.240,5,1,1,4
DG5_F_1,6421,Male,5,Front,2,60,20,trapped,0,0,1,2,0.033333333,2,0.033333333,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,98.240-158.240,5,1,1,2
DG5_F_1,6421,Male,5,Front,3,60,20,trapped,0,0,4,0,0,2,0.033333333,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,158.240-218.240,5,4,4,2
DG5_F_1,6421,Male,5,Front,4,60,20,trapped,0,0,4,1,0.016666667,1,0.016666667,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,218.240-278.240,5,4,4,1
DG5_F_1,6421,Male,5,Front,5,60,20,trapped,0,0,1,0,0,2,0.033333333,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,278.240-338.240,5,1,1,2
DG5_F_1,6421,Male,5,Front,6,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,338.240-398.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,7,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,398.240-458.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,8,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,458.240-518.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,9,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,518.240-578.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,10,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,578.240-638.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,11,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,638.240-698.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,12,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,698.240-758.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,13,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,758.240-818.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,14,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,818.240-878.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,15,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,878.240-938.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,16,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,938.240-998.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,17,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,998.240-1058.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,18,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,1058.240-1118.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,19,60,20,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,1118.240-1178.240,5,0,0,0
DG5_F_1,6421,Male,5,Front,20,43.24,20,trapped,0,0,0,0,0,1,0.023126735,Not helped,Trapped_over_3_mns,Full_trial,20,2021-02-03,DG5_F,10.06666667,0.183,10.7,1178.240-1221.480,5,0,0,1.3876040703052728
DG2_F_6,6235,Female,2,Front,1,60,21,trapped,0,0,0,10,0.166666667,16,0.266666667,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,11.5,1.53,12.33333333,49.520-109.520,2,0,0,16
DG2_F_6,6235,Female,2,Front,2,60,21,trapped,0,0,1,2,0.033333333,3,0.05,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,11.5,1.53,12.33333333,109.520-169.520,2,1,1,3
DG2_F_6,6235,Female,2,Front,3,60,21,trapped,0,0,2,1,0.016666667,5,0.083333333,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,11.5,1.53,12.33333333,169.520-229.520,2,2,2,5
DG2_F_6,6235,Female,2,Front,4,60,21,trapped,0,0,3,0,0,3,0.05,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,11.5,1.53,12.33333333,229.520-289.520,2,3,3,3
DG2_F_6,6235,Female,2,Front,5,60,21,trapped,0,0,0,1,0.016666667,2,0.033333333,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,11.5,1.53,12.33333333,289.520-349.520,2,0,0,2
DG2_F_6,6235,Female,2,Front,6,60,21,trapped,1,0.016666667,0,1,0.016666667,3,0.05,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,11.5,1.53,12.33333333,349.520-409.520,2,1,1,3
DG2_F_6,6235,Female,2,Front,7,60,21,trapped,0,0,0,0,0,0,0,Not helped,Trapped_over_3_mns,Full_trial,20,2020-09-07,DG2_F,11.5,1.53,12.33333333,409.520-469.520,2,0,0,0
